# Name      CPU                       NCores Memory disks size Network      Power H6OS
t2bat0426 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 64.1 1000baseT/Full 1100 320
t2bat0427 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 64.1 1000baseT/Full 1100 320
t2bat0428 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 64.1 1000baseT/Full 1100 320
t2bat0429 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 60.5 1000baseT/Full 1100 320
t2bat0430 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 67.7 1000baseT/Full 1100 320
t2bat0431 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 60.5 1000baseT/Full 1100 320
t2bat0432 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 60.5 1000baseT/Full 1100 320
t2bat0433 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 64.1 1000baseT/Full 1100 320
t2bat0434 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 64.1 1000baseT/Full 1100 320
t2bat0435 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 68.0 1000baseT/Full 1100 320
t2bat0436 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 62.3 1000baseT/Full 1100 320
t2bat0437 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 68.0 1000baseT/Full 1100 320
t2bat0438 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 71.6 1000baseT/Full 1100 320
t2bat0439 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 10 55.0 1000baseT/Full 1100 320
t2bat0440 Intel(R)_Xeon(R)_E5-2620_v4_2.10GHz 32 64 11 62.3 1000baseT/Full 1100 320
t2bat0441 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0442 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0443 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0444 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0445 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0446 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0447 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0448 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0449 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0450 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0451 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0452 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0453 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0454 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0455 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0456 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0457 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0458 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0459 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0460 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 4 36.4 1000baseT/Full 1100 530
t2bat0461 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0462 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0463 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0464 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0465 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0466 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0467 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0468 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0469 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 3 39.0 1000baseT/Full 1100 706
t2bat0470 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 3 39.0 1000baseT/Full 1400 904
t2bat0485 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0486 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0487 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0488 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0489 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0490 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0491 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0492 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0493 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0494 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0495 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0496 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0497 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0498 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0499 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0500 Intel(R)_Xeon(R)_Silver_4216_2.10GHz 64 96 0 0 1000baseT/Full 1100 706
t2bat0501 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0502 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0503 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0504 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0505 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0506 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0507 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0508 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0509 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0510 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0511 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0512 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0513 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0514 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0515 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0517 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0518 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0519 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
t2bat0520 Intel(R)_Xeon(R)_Gold_6326_2.90GHz 64 128 0 0 1000baseT/Full 1400 904
hibat0001 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 4 11.7 1000baseT/Full 200 126
hibat0005 Intel(R)_Xeon(R)_E5620_2.40GHz 8 24 5 9.0 1000baseT/Full 200 126
hibat0006 Intel(R)_Xeon(R)_E5620_2.40GHz 16 24 5 9.0 1000baseT/Full 200 126
hibat0007 Intel(R)_Xeon(R)_E5620_2.40GHz 16 24 5 9.0 1000baseT/Full 200 126
hibat0009 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 5 9.0 1000baseT/Full 200 120
hibat0010 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 2 3.6 1000baseT/Full 200 120
hibat0011 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 3 5.4 1000baseT/Full 200 120
hibat0012 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 4 7.2 1000baseT/Full 200 120
hibat0013 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 3 5.4 1000baseT/Full 200 120
hibat0014 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 5 9.0 1000baseT/Full 200 120
hibat0015 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 2 4.5 1000baseT/Full 200 120
hibat0016 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 2 3.6 1000baseT/Full 200 120
hibat0017 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 0 0 1000baseT/Full 200 120
hibat0018 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 4 7.2 1000baseT/Full 200 120
hibat0019 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 0 0 1000baseT/Full 200 120
hibat0020 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 4 7.2 1000baseT/Full 200 120
hibat0021 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 4 7.2 1000baseT/Full 200 120
hibat0022 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 3 5.4 1000baseT/Full 200 120
hibat0023 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 0 0 1000baseT/Full 200 120
hibat0024 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 3 5.4 1000baseT/Full 200 120
hibat0025 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 5 9.0 1000baseT/Full 200 120
hibat0026 Intel(R)_Xeon(R)_E5520_2.27GHz 16 48 5 9.0 1000baseT/Full 200 120
hibat0027 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 4 7.2 1000baseT/Full 210 126
hibat0028 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 4 7.2 1000baseT/Full 210 126
hibat0029 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0030 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0031 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 4 7.2 1000baseT/Full 210 126
hibat0032 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0033 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0034 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0035 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0036 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0037 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0038 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0039 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0040 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0041 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0042 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0043 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0044 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0045 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0046 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0048 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0049 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0050 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0051 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0052 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0053 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0054 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 5 9.0 1000baseT/Full 210 126
hibat0056 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 4 7.2 1000baseT/Full 210 126
hibat0057 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0061 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 10 73.0 1000baseT/Full 1100 530
hibat0062 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0063 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0064 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0065 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0066 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0067 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0068 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0069 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0070 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0071 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0072 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0073 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0074 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 10 73.0 1000baseT/Full 1100 530
hibat0075 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0076 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0077 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0078 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0079 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0080 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 11 80.3 1000baseT/Full 1100 530
hibat0081 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0082 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0083 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0084 Intel(R)_Xeon(R)_E5620_2.40GHz 16 32 7 20.7 1000baseT/Full 210 126
hibat0085 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0086 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0088 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 6 18.0 1000baseT/Full 210 126
hibat0090 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0091 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0092 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0093 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 6 18.0 1000baseT/Full 210 126
hibat0094 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0095 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 6 17.1 1000baseT/Full 210 126
hibat0096 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0097 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 39.0 1000baseT/Full 210 126
hibat0098 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0099 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0100 Intel(R)_Xeon(R)_E5620_2.40GHz 16 48 7 20.7 1000baseT/Full 210 126
hibat0101 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0102 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0103 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 6 21.6 1000baseT/Full 1100 369
hibat0104 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 9 32.4 1000baseT/Full 1100 369
hibat0105 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 9 32.4 1000baseT/Full 1100 369
hibat0106 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0107 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0109 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0110 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0111 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0112 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0113 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0114 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0115 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0116 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0117 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0118 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 9 32.4 1000baseT/Full 1100 369
hibat0119 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0120 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0121 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 9 32.4 1000baseT/Full 1100 369
hibat0122 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0123 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 11 39.6 1000baseT/Full 1100 369
hibat0124 Intel(R)_Xeon(R)_E5-2640_v3_2.60GHz 32 96 10 36.0 1000baseT/Full 1100 369
hibat0125 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0126 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 9 45.5 1000baseT/Full 1100 449
hibat0127 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 52.7 1000baseT/Full 1100 449
hibat0128 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 52.8 1000baseT/Full 1100 449
hibat0129 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0130 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 58.3 1000baseT/Full 1100 449
hibat0131 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0132 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 49.1 1000baseT/Full 1100 449
hibat0133 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 49.1 1000baseT/Full 1100 449
hibat0134 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0135 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0136 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 82.1 1000baseT/Full 1100 449
hibat0137 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 8 41.9 1000baseT/Full 1100 449
hibat0138 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 11 56.4 1000baseT/Full 1100 449
hibat0139 Intel(R)_Xeon(R)_E5-2640_v4_2.40GHz 40 128 10 58.5 1000baseT/Full 1100 449
hibat0141 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0142 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0143 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0144 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0145 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0146 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0147 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0148 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0149 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0150 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0151 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0152 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0153 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0154 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0155 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0156 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0157 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0158 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0159 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
hibat0160 Intel(R)_Xeon(R)_Silver_4116_2.10GHz 48 96 5 45.5 1000baseT/Full 1100 530
nubat0001 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 5 9.0 1000baseT/Full 200 120
nubat0002 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 4 8.1 1000baseT/Full 200 120
nubat0003 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 5 9.0 1000baseT/Full 200 120
nubat0004 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 2 4.5 1000baseT/Full 200 120
lnbat0001 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 200 140
lnbat0002 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 1 1.8 1000baseT/Full 200 120
lnbat0003 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 3 5.4 1000baseT/Full 200 120
lnbat0004 Intel(R)_Xeon(R)_E5520_2.27GHz 16 24 4 7.2 1000baseT/Full 200 120
lnbat0005 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
lnbat0006 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
lnbat0007 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 4 7.2 1000baseT/Full 220 140
lnbat0008 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 5 9.0 1000baseT/Full 220 140
lnbat0009 Intel(R)_Xeon(R)_E5640_2.67GHz 16 24 4 7.2 1000baseT/Full 220 140
